shipment_id,origin,destination,distance_km,package_weight_kg,weather_severity,traffic_level,dispatch_hour,delay_hours,is_delayed
2614,Bangalore,Dubai,7740,4.09,0,2,10,160.37585851946247,1
2615,Bangalore,Frankfurt,3738,13.73,1,3,19,79.13939888566532,0
2616,Kolkata,Frankfurt,1065,8.78,2,4,12,24.47834836775453,0
2617,Bangalore,London,5878,10.92,2,2,23,122.05306955461354,1
2618,Bangalore,New York,6058,8.45,4,4,21,136.57316928129947,1
2619,Chennai,London,1243,8.47,2,4,8,33.63650260127527,0
2620,Kolkata,New York,5909,13.61,4,1,16,127.63863583533686,1
2621,Delhi,New York,6129,4.88,2,4,16,132.41819061571846,1
2622,Mumbai,Frankfurt,6818,13.48,2,2,4,145.51289742313264,1
2623,Bangalore,New York,801,7.05,2,4,21,22.135879370623428,0
2624,Mumbai,Dubai,4267,7.3,4,2,7,96.3044500594254,0
2625,Delhi,Dubai,4780,18.49,4,1,2,100.39522926824303,0
2626,Mumbai,Dubai,8006,0.84,3,1,5,158.9285852893468,1
2627,Delhi,Frankfurt,7462,9.59,0,3,2,154.41422938485815,1
2628,Chennai,London,5929,10.25,0,1,7,128.26158786909022,1
2629,Bangalore,Singapore,7748,12.18,0,1,11,149.6671179607701,1
2630,Delhi,New York,3945,16.76,2,2,3,86.496961251971,0
2631,Mumbai,Singapore,2703,9.31,0,3,1,64.04788531632113,0
2632,Bangalore,London,3334,5.41,4,1,9,86.18015342572227,0
2633,Chennai,London,2979,22.13,3,4,14,69.61533508776655,0
2634,Bangalore,Frankfurt,5356,24.53,1,3,12,111.45999697697845,1
2635,Delhi,Dubai,934,0.6,3,1,23,19.346539020303666,0
2636,Chennai,Dubai,2206,13.71,0,3,14,55.822581674231095,0
2637,Mumbai,London,8760,8.61,0,1,21,172.86292835380465,1
2638,Chennai,Frankfurt,6225,7.0,4,2,18,132.64701784112324,1
2639,Chennai,Frankfurt,2404,8.46,3,3,17,49.33531061314372,0
2640,Kolkata,New York,7518,16.01,4,3,12,166.77985921339265,1
2641,Chennai,Dubai,4459,4.85,4,1,19,102.97129140389013,0
2642,Chennai,London,7325,22.83,1,3,19,158.22887531792182,1
2643,Bangalore,Singapore,6847,11.71,4,1,0,136.9133735932314,1
2644,Mumbai,Dubai,6656,8.21,4,4,15,150.15575520389655,1
2645,Bangalore,New York,3213,19.16,1,3,7,63.39664807638,0
2646,Bangalore,Frankfurt,6694,0.51,2,3,22,143.1702015103212,1
2647,Delhi,London,7012,10.85,2,2,5,148.265387899919,1
2648,Bangalore,Dubai,7367,8.95,1,2,2,154.39091609054134,1
2649,Kolkata,Singapore,4227,8.52,4,3,19,99.21318266318735,0
2650,Kolkata,New York,4046,8.49,0,2,15,84.87983198220364,0
2651,Delhi,New York,2803,0.88,3,3,1,56.74785243635724,0
2652,Mumbai,Dubai,4181,3.89,0,1,22,88.29560504399767,0
2653,Mumbai,Singapore,8352,3.63,0,3,1,173.52804070563874,1
2654,Bangalore,New York,3721,24.72,4,3,14,81.90690104314383,0
2655,Bangalore,London,4874,0.65,3,4,9,102.13301289431696,0
2656,Bangalore,New York,1582,4.26,3,2,0,47.840110929621794,0
2657,Mumbai,Singapore,2092,24.36,2,2,21,54.996502691453415,0
2658,Chennai,Frankfurt,6108,15.74,1,4,19,135.18978703653727,1
2659,Kolkata,Frankfurt,6026,11.32,4,1,14,125.13850044382647,1
2660,Chennai,Dubai,5679,2.06,3,1,23,107.49502223894241,1
2661,Chennai,Singapore,6972,16.77,4,1,0,151.26339587717618,1
2662,Mumbai,New York,3275,3.53,2,4,21,78.33343386927538,0
2663,Chennai,New York,2090,16.81,0,3,15,45.92668845463912,0
2664,Delhi,Frankfurt,6504,24.48,3,1,17,142.2040315334894,1
2665,Bangalore,Frankfurt,7730,13.35,2,1,23,163.83998766981424,1
2666,Delhi,London,2731,5.43,4,4,4,69.50047744115425,0
2667,Kolkata,Frankfurt,5618,15.67,2,2,20,119.53529208935556,1
2668,Bangalore,London,6954,12.87,2,4,4,150.3348385879984,1
2669,Chennai,New York,8460,13.38,2,2,22,179.59969936417374,1
2670,Kolkata,London,2061,12.0,2,1,22,41.93261826728506,0
2671,Bangalore,London,4146,16.88,2,1,9,90.04991560892519,0
2672,Chennai,Dubai,8096,14.34,2,3,22,166.31704527765206,1
2673,Delhi,Frankfurt,7740,24.68,1,3,11,168.9827758587612,1
2674,Bangalore,London,5442,20.66,4,2,9,121.50064285787617,1
2675,Chennai,New York,3738,6.69,0,1,1,73.31885869180536,0
2676,Delhi,Singapore,2100,18.17,4,1,23,50.40297912014875,0
2677,Kolkata,London,6200,5.44,3,4,0,132.23106809985978,1
2678,Kolkata,Frankfurt,6571,19.58,3,1,15,145.440564188504,1
2679,Kolkata,Dubai,1209,3.77,4,1,17,40.29437992235604,0
2680,Kolkata,New York,3471,11.89,2,4,6,83.90111841281424,0
2681,Mumbai,Dubai,1293,19.79,1,4,3,43.14328283827289,0
2682,Bangalore,Singapore,3599,7.07,0,1,9,74.73897974436251,0
2683,Bangalore,London,6530,20.94,2,3,9,143.41756283587398,1
2684,Mumbai,London,6265,16.14,4,3,10,143.4236226095488,1
2685,Chennai,Frankfurt,526,10.0,4,1,2,18.491282022420414,0
2686,Chennai,London,7193,10.64,1,3,13,151.71551928658673,1
2687,Kolkata,New York,5822,23.16,1,4,12,130.60828300714448,1
2688,Delhi,Singapore,8776,5.52,4,3,18,190.75248982797999,1
2689,Chennai,Dubai,6451,17.36,2,1,9,130.24269639899475,1
2690,Delhi,Singapore,3601,17.71,2,3,14,70.08585314364265,0
2691,Bangalore,London,7109,23.07,2,1,7,146.30235968701476,1
2692,Delhi,Dubai,5809,17.86,0,3,16,111.69542910387412,1
2693,Bangalore,Frankfurt,511,14.65,0,1,5,7.264913319472259,0
2694,Mumbai,Singapore,8270,22.57,2,1,6,166.0285652139981,1
2695,Mumbai,Dubai,5913,20.75,4,3,13,127.41678844529936,1
2696,Kolkata,Dubai,6274,17.95,1,3,7,137.08219072081772,1
2697,Chennai,Dubai,679,0.91,3,4,11,31.2683977036513,0
2698,Kolkata,New York,1296,9.4,1,2,17,33.96370359903604,0
2699,Bangalore,Singapore,7779,15.83,1,1,13,162.24253488030905,1
2700,Kolkata,Dubai,7688,13.1,3,1,0,163.54060228184323,1
2701,Delhi,Singapore,7812,8.05,2,1,3,148.75585004389538,1
2702,Bangalore,Dubai,2524,3.7,1,1,16,54.03098841003558,0
2703,Mumbai,Frankfurt,8166,13.87,3,3,17,164.83770639414996,1
2704,Chennai,Frankfurt,3717,7.22,4,3,18,88.8856973783577,0
2705,Bangalore,Frankfurt,7084,5.9,4,2,3,141.21445926340152,1
2706,Bangalore,London,5785,10.03,4,1,5,122.7978073232465,1
2707,Delhi,Dubai,7870,19.66,2,2,7,167.13884888009795,1
2708,Chennai,London,2019,12.25,1,4,14,44.291210258418445,0
2709,Mumbai,Singapore,7111,5.49,1,2,19,152.5285798025661,1
2710,Bangalore,London,7356,3.01,0,2,0,153.65311084975875,1
2711,Bangalore,Singapore,2932,12.52,4,4,4,74.54412347918955,0
2712,Delhi,Singapore,6957,19.88,2,4,15,153.63000793755268,1
2713,Kolkata,Singapore,5366,16.36,3,2,20,114.02399956116673,1
2714,Mumbai,London,5554,5.88,2,4,5,122.83959431878404,1
2715,Chennai,Dubai,2570,10.97,1,2,20,56.950257861170996,0
2716,Bangalore,London,2281,21.4,4,3,9,57.55725527691927,0
2717,Bangalore,Dubai,2016,4.52,0,3,9,42.95984461676461,0
2718,Mumbai,Dubai,5991,13.35,2,2,4,120.60733942638647,1
2719,Kolkata,Singapore,6449,8.97,0,4,7,135.29570825355262,1
2720,Bangalore,London,3790,3.19,1,4,0,83.34026046402866,0
2721,Mumbai,Dubai,5070,1.34,3,3,4,108.21634506241556,1
2722,Delhi,Frankfurt,1879,13.94,2,3,0,50.84026890905012,0
2723,Kolkata,Dubai,8170,0.62,1,4,6,167.03896691072194,1
2724,Chennai,Frankfurt,1300,2.68,4,4,14,39.14245420554379,0
2725,Bangalore,London,5767,8.75,2,4,22,132.17169855780625,1
2726,Mumbai,London,3995,1.18,0,4,23,92.44564676299777,0
2727,Delhi,London,3757,10.07,2,2,13,88.22146942548642,0
2728,Chennai,Dubai,7058,3.35,1,4,22,147.70609711312886,1
2729,Mumbai,New York,1481,8.81,1,3,8,41.04144062863854,0
2730,Mumbai,Dubai,2588,19.8,0,3,7,52.44514801510934,0
2731,Chennai,Dubai,3452,15.7,1,1,7,71.1606302209173,0
2732,Delhi,Singapore,2626,11.19,2,4,2,62.61122094609904,0
2733,Delhi,Singapore,5312,2.39,0,2,19,107.36079893900995,1
2734,Kolkata,Dubai,8563,15.52,1,1,3,172.95093005957736,1
2735,Bangalore,Frankfurt,4361,4.18,1,1,16,88.25312036251323,0
2736,Chennai,Singapore,6403,2.01,2,2,5,130.14803094449152,1
2737,Chennai,Dubai,3091,16.63,1,1,1,69.60206753002895,0
2738,Chennai,New York,3822,22.81,2,1,8,80.52774998562865,0
2739,Delhi,Frankfurt,6937,11.57,4,3,13,151.74718271958645,1
2740,Bangalore,London,3361,1.12,2,1,0,73.03888435596427,0
2741,Kolkata,Dubai,2155,22.02,3,2,16,51.87363212555011,0
2742,Mumbai,Dubai,2255,1.77,1,4,10,55.06402273028215,0
2743,Mumbai,Frankfurt,8737,21.7,4,4,5,187.2129138998449,1
2744,Chennai,Singapore,6727,9.86,0,4,0,149.6319843425743,1
2745,Bangalore,Singapore,5138,9.2,3,3,18,117.0637238081768,1
2746,Delhi,Singapore,3067,13.62,0,3,15,67.43191016385511,0
2747,Bangalore,London,3623,23.93,3,3,17,80.72472782016969,0
2748,Bangalore,Frankfurt,5664,22.48,4,2,10,122.68589578635459,1
2749,Delhi,Frankfurt,7581,11.81,4,4,8,167.70810758185874,1
2750,Chennai,Singapore,5407,17.43,4,2,20,125.63970046268156,1
2751,Bangalore,Singapore,5462,14.55,3,2,5,110.87476227667479,1
2752,Mumbai,New York,7650,17.37,2,1,1,161.29887379320888,1
2753,Delhi,New York,2266,20.75,0,4,7,58.95361818389317,0
2754,Kolkata,Dubai,4049,0.96,2,1,21,78.54640765047384,0
2755,Chennai,Dubai,2809,8.21,2,3,15,64.27424561634363,0
2756,Delhi,Frankfurt,2476,23.99,1,3,7,51.69741013458481,0
2757,Kolkata,Frankfurt,7680,23.74,0,2,7,159.75264805838518,1
2758,Kolkata,London,2990,0.38,3,2,13,66.50824533822225,0
2759,Bangalore,London,4881,5.12,1,1,0,100.46930466559938,0
2760,Bangalore,New York,6487,24.84,1,1,6,131.18472096360765,1
2761,Bangalore,Dubai,7925,12.37,4,2,1,172.10081716384136,1
2762,Delhi,New York,4119,14.36,3,4,14,96.02516480299069,0
2763,Delhi,New York,6560,4.24,2,2,23,139.35463382019827,1
2764,Chennai,Dubai,4476,22.37,2,4,17,101.32310912540727,0
2765,Bangalore,London,1204,5.86,2,1,3,31.942454402260687,0
2766,Kolkata,Dubai,5952,4.82,4,3,17,129.7301407257184,1
2767,Mumbai,Singapore,6594,5.78,2,3,22,149.38387393770464,1
2768,Chennai,Singapore,4181,23.0,0,1,4,79.44602624390741,0
2769,Delhi,Singapore,4638,17.6,2,1,15,89.13040775915177,0
2770,Chennai,Frankfurt,2416,19.24,2,3,12,48.27659715695714,0
2771,Chennai,London,8001,9.49,0,4,8,157.62205940353783,1
2772,Chennai,London,2345,22.74,4,1,4,58.26584907410126,0
2773,Chennai,Frankfurt,5154,19.76,1,4,7,115.33683849641321,1
2774,Mumbai,New York,6913,18.79,3,4,17,156.79888245887796,1
2775,Bangalore,Singapore,8611,24.28,4,3,2,178.9368089264724,1
2776,Kolkata,Singapore,8490,9.22,2,4,5,184.5273072737275,1
2777,Chennai,New York,3590,15.31,1,3,10,79.58412031074653,0
2778,Chennai,Dubai,1870,22.76,3,1,22,44.732932495779295,0
2779,Chennai,Dubai,2428,19.79,3,2,13,60.18811447674804,0
2780,Bangalore,London,2136,14.13,3,2,23,47.43859124468778,0
2781,Delhi,Frankfurt,6680,2.0,0,2,18,150.53624567702244,1
2782,Delhi,London,8783,16.35,0,2,6,186.31940152137676,1
2783,Mumbai,Dubai,2343,13.21,1,2,23,49.7014702300232,0
2784,Delhi,New York,8876,4.69,2,2,9,179.06630971138327,1
2785,Chennai,London,1331,22.07,1,4,14,35.68047919097655,0
2786,Chennai,Singapore,6038,8.65,2,4,5,132.6712922179102,1
2787,Chennai,Singapore,5815,9.75,4,2,19,131.62807629854154,1
2788,Mumbai,New York,8955,16.84,3,1,5,179.75639544215835,1
2789,Chennai,Dubai,5827,12.27,3,1,15,124.46743471599584,1
2790,Delhi,Singapore,1786,2.32,0,4,8,36.07492487792605,0
2791,Bangalore,Singapore,2029,9.75,4,4,18,56.76178796705559,0
2792,Bangalore,Frankfurt,7155,2.45,4,2,17,152.56247889770975,1
2793,Kolkata,London,2377,4.85,2,1,4,62.223398811428815,0
2794,Delhi,Dubai,5931,0.28,4,3,15,122.88998727890161,1
2795,Chennai,London,2978,4.61,0,2,6,70.41304190745052,0
2796,Bangalore,Dubai,600,8.33,2,4,18,14.480843324168909,0
2797,Delhi,Singapore,3587,13.5,1,4,4,74.60394862796747,0
2798,Bangalore,Frankfurt,6328,22.99,2,4,19,129.1745272076392,1
2799,Chennai,London,7925,13.55,1,3,10,167.25176304225528,1
2800,Bangalore,Singapore,2791,17.67,2,1,22,54.951505946231336,0
2801,Kolkata,Dubai,5967,9.01,3,4,17,125.09834247359731,1
2802,Kolkata,London,8796,18.82,1,2,6,182.4338380081169,1
2803,Bangalore,London,1193,15.55,0,3,17,32.11887692937345,0
2804,Delhi,Singapore,6286,11.55,1,1,2,129.41924652075164,1
2805,Delhi,London,5906,4.92,1,2,4,122.80890425489224,1
2806,Delhi,Frankfurt,3991,7.66,2,2,22,95.9645481621859,0
2807,Bangalore,Frankfurt,3892,15.56,3,3,12,89.06918133120986,0
2808,Delhi,Singapore,2768,10.71,2,3,15,68.38845736961125,0
2809,Chennai,Dubai,6132,22.25,2,3,21,132.3546106284498,1
2810,Kolkata,Singapore,4283,5.95,3,4,11,92.67061855872657,0
2811,Chennai,Frankfurt,6473,1.92,2,1,6,137.20943840951008,1
2812,Delhi,New York,6469,14.77,3,4,21,138.60101344265104,1
2813,Chennai,New York,5148,22.16,0,3,12,108.50506930980383,1
2814,Delhi,London,5439,9.18,3,3,0,120.80701340946713,1
2815,Bangalore,London,8524,16.23,4,3,14,172.77290966556677,1
2816,Chennai,New York,8357,5.86,3,4,20,171.59248938054137,1
2817,Bangalore,Frankfurt,1518,14.01,3,2,11,43.407295862487814,0
2818,Bangalore,London,2453,19.69,4,3,16,57.74126776700528,0
2819,Mumbai,Singapore,4157,21.69,3,4,22,92.5583900544557,0
2820,Delhi,Singapore,5346,2.72,1,3,19,115.2521919868541,1
2821,Kolkata,Frankfurt,2796,8.97,2,4,4,64.99163701439066,0
2822,Delhi,London,1274,16.03,2,1,16,32.567941908213946,0
2823,Kolkata,Singapore,3311,0.96,0,1,23,67.96439105633478,0
2824,Delhi,London,3682,17.3,0,4,14,82.63301475090225,0
2825,Bangalore,London,8367,13.25,4,3,19,175.83070804878875,1
2826,Chennai,Singapore,4829,7.29,1,4,18,107.04797411640463,1
2827,Chennai,New York,6667,20.38,0,1,0,140.86544543417722,1
2828,Mumbai,Singapore,3597,7.32,2,4,3,80.101258919429,0
2829,Kolkata,Frankfurt,1904,24.79,0,1,2,44.65659150136076,0
2830,Kolkata,Dubai,5601,20.43,0,1,7,113.76219840838675,1
2831,Kolkata,Singapore,1869,17.73,3,2,8,49.55240827988969,0
2832,Bangalore,London,5997,1.63,0,3,11,126.58385659176555,1
2833,Kolkata,London,7165,22.62,4,4,4,157.1329453995104,1
2834,Chennai,Singapore,2564,19.77,2,3,8,62.028648410381834,0
2835,Bangalore,Dubai,3265,5.8,4,3,0,83.36798781151124,0
2836,Delhi,Singapore,3317,9.87,4,1,22,75.52048647107539,0
2837,Kolkata,Dubai,8291,6.79,1,1,10,171.71265415454198,1
2838,Kolkata,Dubai,1216,24.61,3,4,6,34.977575432116495,0
2839,Delhi,Frankfurt,4540,21.37,4,4,21,112.65443236997513,1
2840,Kolkata,London,2211,23.26,1,4,19,56.921685554648356,0
2841,Delhi,London,5867,19.74,2,1,13,122.72854230012503,1
2842,Bangalore,Dubai,6761,11.46,2,2,2,141.60673163872661,1
2843,Chennai,London,508,5.22,1,4,10,24.54954134636555,0
2844,Delhi,New York,4618,5.28,4,1,16,97.3289796147737,0
2845,Mumbai,Dubai,6586,3.88,4,2,17,132.80562491864333,1
2846,Delhi,London,6883,13.71,3,3,18,148.52199799712227,1
2847,Kolkata,New York,4167,23.01,3,1,17,95.79002286557173,0
2848,Bangalore,Frankfurt,2746,24.8,2,4,5,73.87654405592338,0
2849,Bangalore,London,4126,7.25,3,4,14,94.4835302828306,0
2850,Delhi,New York,3322,17.46,1,2,6,72.15793831970892,0
2851,Chennai,Singapore,8783,14.97,2,2,4,185.25765216257977,1
2852,Mumbai,Singapore,1350,12.27,4,1,4,33.67825290568118,0
2853,Bangalore,New York,1607,16.68,2,2,6,41.722029741955744,0
2854,Kolkata,Dubai,799,9.35,0,1,21,17.55299124465866,0
2855,Kolkata,Dubai,8602,23.62,2,2,11,184.0968412859509,1
2856,Chennai,London,5900,17.67,3,3,7,132.11490256548913,1
2857,Bangalore,Singapore,1582,18.88,1,4,17,45.19113916151216,0
2858,Delhi,Dubai,8667,6.14,4,4,17,186.31341177598955,1
2859,Kolkata,Dubai,3300,4.3,4,3,16,87.62963660251131,0
2860,Chennai,Singapore,4451,9.92,3,4,22,103.93955971189736,0
2861,Bangalore,Frankfurt,7268,19.19,3,4,10,159.09647026743417,1
2862,Bangalore,Dubai,1952,23.48,3,4,14,47.73528509716514,0
2863,Bangalore,New York,2181,10.74,0,4,19,51.13464089925723,0
2864,Bangalore,London,2803,19.38,1,3,5,64.13189880351318,0
2865,Bangalore,Dubai,7657,11.81,0,1,11,151.2016135178785,1
2866,Kolkata,Dubai,2351,7.45,3,4,22,58.05841427115456,0
2867,Chennai,Frankfurt,2397,18.51,1,3,6,54.610999909484946,0
2868,Bangalore,New York,6325,19.98,3,4,7,139.2796033046161,1
2869,Mumbai,London,744,5.15,1,3,3,13.566465049791981,0
2870,Mumbai,Dubai,4307,7.7,4,3,2,97.46364729647868,0
2871,Chennai,London,3279,12.42,0,1,2,65.69326908460035,0
2872,Delhi,Singapore,2346,4.74,3,2,9,55.315579251875505,0
2873,Delhi,Dubai,7521,23.23,3,1,23,162.0963828309013,1
2874,Delhi,Dubai,973,14.82,2,1,14,34.72197746060603,0
2875,Mumbai,Singapore,4631,3.12,4,4,12,110.01188599822314,1
2876,Delhi,Frankfurt,2292,4.68,3,3,18,50.16788913966832,0
2877,Kolkata,Dubai,2234,23.86,0,2,7,46.95296524083733,0
2878,Bangalore,London,7715,18.48,4,3,17,169.27981654415547,1
2879,Mumbai,New York,7729,18.39,3,4,4,169.49645248214512,1
2880,Chennai,London,5688,1.91,0,3,20,124.69662867726538,1
2881,Chennai,Frankfurt,5781,22.39,2,4,6,126.13324502854702,1
2882,Bangalore,New York,6358,11.15,2,1,4,130.34249877817246,1
2883,Mumbai,London,1444,16.53,0,1,18,39.64212001958019,0
2884,Delhi,London,2011,24.0,4,4,16,54.513353016848185,0
2885,Delhi,Singapore,4581,2.59,0,1,18,88.53662811989443,0
2886,Kolkata,Frankfurt,6618,12.11,0,3,3,145.73566828516462,1
2887,Kolkata,Singapore,1358,1.34,2,2,21,26.679522543027772,0
2888,Delhi,New York,4060,12.54,2,2,23,70.72477388755698,0
2889,Chennai,Singapore,8921,6.38,2,3,6,191.2669337901879,1
2890,Chennai,Frankfurt,8869,22.79,3,2,23,190.43350485512315,1
2891,Kolkata,Dubai,3115,10.02,3,3,21,74.87006470972347,0
2892,Bangalore,Dubai,2113,15.88,1,4,5,45.24771958003975,0
2893,Delhi,New York,3340,21.52,3,2,13,75.00565072378839,0
2894,Kolkata,Dubai,2274,24.59,4,4,21,58.089157132230646,0
2895,Kolkata,Singapore,4371,12.65,4,4,18,98.73355494553806,0
2896,Delhi,New York,8773,11.45,2,3,19,191.52034715404642,1
2897,Delhi,Frankfurt,1345,1.99,0,2,10,25.666669706841557,0
2898,Chennai,New York,3760,0.42,2,1,21,81.780522265532,0
2899,Bangalore,New York,3645,15.26,0,1,6,80.87023491831287,0
2900,Bangalore,London,8302,1.73,2,1,2,172.94720762659517,1
2901,Delhi,London,2763,9.57,2,1,19,66.46559186247687,0
2902,Mumbai,New York,8655,0.19,4,3,21,187.91857361214463,1
2903,Kolkata,Dubai,1422,15.42,0,4,16,38.58674835246014,0
2904,Kolkata,London,7195,10.69,1,2,10,151.23417434416075,1
2905,Delhi,Frankfurt,4788,3.26,1,3,14,106.32721633325076,1
2906,Mumbai,Singapore,6258,7.48,2,1,6,128.2323045129387,1
2907,Chennai,London,8631,14.28,2,2,14,173.11063074063608,1
2908,Delhi,New York,3130,16.45,4,3,16,79.37021705731654,0
2909,Delhi,Dubai,8316,11.61,0,4,10,180.12871150252883,1
2910,Kolkata,Singapore,8056,20.12,2,1,11,167.3798940545302,1
2911,Delhi,London,6430,2.9,1,2,12,131.35812190182816,1
2912,Delhi,Dubai,7500,2.21,0,2,10,146.21141441735182,1
2913,Delhi,Dubai,4012,1.2,2,1,10,85.66903549961694,0
2914,Kolkata,Dubai,6566,13.44,0,4,8,132.57524827641015,1
2915,Chennai,New York,4222,17.69,4,1,10,84.99506248681037,0
2916,Chennai,Frankfurt,6148,3.35,1,4,3,132.35634235992154,1
2917,Delhi,Dubai,2560,16.01,0,2,1,51.38115249405993,0
2918,Kolkata,Singapore,3534,11.98,1,1,22,75.90654778082386,0
2919,Chennai,London,2887,24.68,2,4,3,67.94352198719064,0
2920,Chennai,Singapore,7508,17.97,3,4,13,159.62682716888693,1
2921,Chennai,New York,8531,16.47,0,3,4,168.09542459635517,1
2922,Kolkata,New York,2299,14.3,1,4,16,51.21555937084822,0
2923,Kolkata,Singapore,4907,24.93,0,1,11,96.05931754974455,0
2924,Delhi,Frankfurt,3280,24.51,2,1,5,64.47346163242518,0
2925,Bangalore,New York,1627,13.5,2,4,11,41.89477852378808,0
2926,Chennai,New York,7865,11.43,1,1,14,155.06374004412675,1
2927,Bangalore,Singapore,8111,11.61,4,2,22,171.4012862635439,1
2928,Kolkata,New York,8035,10.77,0,2,18,165.90205606834328,1
2929,Kolkata,Frankfurt,3308,13.33,0,1,9,64.0291502280541,0
2930,Kolkata,Frankfurt,4797,6.91,2,4,1,109.06704314709292,1
2931,Bangalore,Frankfurt,5059,23.18,0,2,11,98.3732106437615,0
2932,Kolkata,London,948,12.31,1,4,11,22.899113008018546,0
2933,Delhi,Frankfurt,5508,21.07,3,1,6,116.09391351187615,1
2934,Kolkata,Frankfurt,5393,11.94,2,3,0,120.2952054594432,1
2935,Mumbai,London,1293,17.99,3,2,17,38.69699770744633,0
2936,Bangalore,Dubai,936,8.49,0,1,2,28.781953110787796,0
2937,Mumbai,New York,6512,15.66,4,2,19,138.35705562591247,1
2938,Kolkata,Frankfurt,6369,12.51,1,4,4,136.24249340660847,1
2939,Delhi,New York,2120,9.24,0,3,19,43.23662235491006,0
2940,Chennai,Singapore,4808,22.05,1,3,14,97.39116834004489,0
2941,Kolkata,New York,1448,2.91,0,1,9,32.10286043163762,0
2942,Delhi,London,4444,12.22,0,2,18,89.00064250276878,0
2943,Bangalore,New York,691,4.94,0,3,0,25.98189600008645,0
2944,Mumbai,New York,1903,21.54,2,2,6,37.748071340663046,0
2945,Mumbai,New York,2490,6.41,3,4,21,64.73176602912349,0
2946,Mumbai,Dubai,1604,15.87,4,4,17,41.051303805914856,0
2947,Bangalore,Dubai,1048,4.22,3,1,1,23.357757666139584,0
2948,Delhi,Singapore,6261,10.18,3,3,18,138.41556032626016,1
2949,Bangalore,London,8403,22.49,1,3,23,172.18059781946047,1
2950,Mumbai,New York,2284,4.24,2,2,23,50.1010796624005,0
2951,Kolkata,New York,1304,16.61,2,4,9,33.01920818224215,0
2952,Chennai,New York,8017,5.19,0,3,14,175.26514895806721,1
2953,Bangalore,New York,7331,10.45,3,1,9,150.03256844459995,1
2954,Bangalore,Dubai,7417,13.56,4,1,9,156.59776108716383,1
2955,Delhi,Singapore,4738,14.47,1,3,11,101.25043199859464,0
2956,Delhi,Frankfurt,3760,15.1,2,1,7,81.30708530862131,0
2957,Bangalore,London,4867,16.04,0,3,22,100.26631526517033,0
2958,Mumbai,New York,6151,6.87,4,3,13,134.01591382729174,1
2959,Chennai,Singapore,3871,10.09,3,3,1,89.88976004496968,0
2960,Delhi,Frankfurt,2593,1.03,4,3,16,59.54496430998504,0
2961,Mumbai,Singapore,4501,19.24,2,2,5,102.46660678314076,0
2962,Kolkata,Dubai,7056,20.94,1,3,7,154.54740259520815,1
2963,Delhi,Frankfurt,8310,5.06,3,1,0,175.73246313079372,1
2964,Mumbai,Singapore,5054,5.12,1,4,2,110.92938191798241,1
2965,Mumbai,Dubai,3017,1.15,4,2,14,55.38699275897732,0
2966,Chennai,Singapore,6305,24.26,4,4,16,142.22145566327234,1
2967,Chennai,Singapore,1596,20.2,0,4,6,37.96334797385568,0
2968,Kolkata,Frankfurt,7561,9.08,3,4,13,162.4886279429123,1
2969,Mumbai,Dubai,2704,12.1,4,4,23,58.593113347385916,0
2970,Mumbai,New York,4402,7.37,2,4,2,101.50794242937097,0
2971,Chennai,London,1852,14.97,2,1,17,34.797094765865225,0
2972,Delhi,Frankfurt,2096,17.96,1,3,21,50.01212272995697,0
2973,Delhi,Dubai,7480,11.24,2,1,4,159.1232874095492,1
2974,Bangalore,Singapore,1179,21.85,4,2,19,31.233359093412236,0
2975,Chennai,Dubai,4212,12.97,2,1,21,95.32025862614219,0
2976,Bangalore,London,5801,3.69,3,2,14,120.78504810896409,1
2977,Chennai,London,6234,15.6,1,3,5,135.18216538365502,1
2978,Kolkata,New York,8481,11.61,3,4,2,175.59607124270735,1
2979,Mumbai,New York,6392,23.4,4,3,17,144.99565217340262,1
2980,Kolkata,London,4196,9.86,4,1,23,96.29995191289645,0
2981,Chennai,Frankfurt,7629,10.13,2,1,19,159.92178961481866,1
2982,Mumbai,Frankfurt,3496,16.3,0,3,21,73.95357931693094,0
2983,Delhi,Singapore,7737,13.22,0,3,2,153.72999688285944,1
2984,Delhi,New York,7827,9.42,4,1,7,162.5867984239027,1
2985,Bangalore,Singapore,7907,24.75,4,3,18,175.69153587874064,1
2986,Chennai,New York,3042,7.62,1,2,17,66.98980935784559,0
2987,Chennai,London,1178,7.01,4,2,14,25.79481535243775,0
2988,Delhi,Frankfurt,5866,21.62,4,1,22,119.6963618029003,1
2989,Kolkata,Frankfurt,6143,0.18,1,1,13,132.6257570042614,1
2990,Mumbai,London,7910,5.11,3,3,15,171.13956376063945,1
2991,Kolkata,Singapore,6041,14.8,3,3,2,125.14999939630036,1
2992,Kolkata,Singapore,1334,4.15,1,4,14,27.35084251912703,0
2993,Delhi,Dubai,6526,24.65,1,2,18,132.89478932699967,1
2994,Delhi,New York,8972,11.66,3,1,7,176.6832064600504,1
2995,Delhi,Singapore,8470,14.97,3,1,1,175.12082754996501,1
2996,Bangalore,London,7318,4.09,3,1,16,165.11812685918153,1
2997,Kolkata,Singapore,5528,7.31,3,1,11,109.07521962150415,1
2998,Chennai,Frankfurt,5203,15.4,2,4,18,114.12987168396893,1
2999,Mumbai,New York,2272,13.78,1,2,10,57.49963287665625,0
3000,Bangalore,Dubai,2664,19.63,0,4,17,65.02543929150048,0
3001,Chennai,New York,7611,6.8,2,2,12,158.4762964260043,1
